p,inv_alpha_pred,inv_alpha_err_ppm,v_EW_pred,v_EW_err_pct,core_score_pct,n_s_pred,n_s_sigma,dist_from_lo,dist_from_hi,is_baseline,curvature,robustness,classification
106451,137.40887341,2720.995,245.072732,0.465953,0.381543,0.96834993,0.8214,0.37558,0.62442,0,1.383e-09,0.00386747,robust-interior
108061,137.75661885,5258.616,246.539453,0.129743,0.382991,0.9685079,0.859,0.61591,0.38409,0,1.326e-09,0.00384242,robust-interior
106441,137.40669852,2705.124,245.063579,0.46967,0.383254,0.96834894,0.8212,0.37409,0.62591,0,1.371e-09,0.0038861,robust-interior
106433,137.40495848,2692.427,245.056257,0.472644,0.384632,0.96834815,0.821,0.37289,0.62711,0,1.357e-09,0.00389614,robust-interior
106427,137.40365337,2682.903,245.050765,0.474874,0.385672,0.96834755,0.8208,0.372,0.628,0,1.343e-09,0.00389614,robust-interior
108079,137.76047986,5286.792,246.555775,0.136372,0.386069,0.96850965,0.8594,0.6186,0.3814,0,1.298e-09,0.00387883,robust-interior
106417,137.40147803,2667.029,245.041611,0.478592,0.387415,0.96834656,0.8206,0.3705,0.6295,0,1.33e-09,0.00394622,robust-interior
108089,137.76262461,5302.443,246.564842,0.140054,0.387798,0.96851062,0.8597,0.62009,0.37991,0,1.271e-09,0.00390689,robust-interior
106411,137.40017274,2657.504,245.036119,0.480823,0.388467,0.96834596,0.8205,0.36961,0.63039,0,1.312e-09,0.00395484,robust-interior
106397,137.39712681,2635.276,245.023302,0.486028,0.390941,0.96834458,0.8201,0.36752,0.63248,0,1.297e-09,0.00396331,robust-interior
108107,137.7664847,5330.611,246.581162,0.146682,0.390941,0.96851237,0.8601,0.62278,0.37722,0,1.253e-09,0.00394315,robust-interior
108109,137.76691357,5333.741,246.582975,0.147419,0.391293,0.96851256,0.8601,0.62308,0.37692,0,1.232e-09,0.00394315,robust-interior
106391,137.39582129,2625.75,245.017809,0.488259,0.392009,0.96834398,0.82,0.36662,0.63338,0,1.275e-09,0.00396331,robust-interior
108127,137.77077301,5361.904,246.599293,0.154046,0.394481,0.96851431,0.8606,0.62577,0.37423,0,1.218e-09,0.00395218,robust-interior
108131,137.77163058,5368.162,246.602918,0.155519,0.395195,0.9685147,0.8606,0.62636,0.37364,0,1.201e-09,0.00396155,robust-interior
106373,137.39190435,2597.166,245.001329,0.494952,0.395241,0.9683422,0.8196,0.36393,0.63607,0,1.258e-09,0.0039996,robust-interior
106367,137.39059856,2587.637,244.995835,0.497183,0.396327,0.9683416,0.8194,0.36304,0.63696,0,1.243e-09,0.0039996,robust-interior
108139,137.77334565,5380.678,246.61017,0.158464,0.396628,0.96851548,0.8608,0.62756,0.37244,0,1.182e-09,0.00396155,robust-interior
106363,137.389728,2581.285,244.992172,0.498671,0.397054,0.9683412,0.8193,0.36244,0.63756,0,1.234e-09,0.00400853,robust-interior
106357,137.38842211,2571.755,244.986678,0.500902,0.398147,0.96834061,0.8192,0.36155,0.63845,0,1.224e-09,0.00400853,robust-interior
106349,137.38668081,2559.048,244.979352,0.503878,0.399612,0.96833981,0.819,0.36035,0.63965,0,1.206e-09,0.00400853,robust-interior
108161,137.77806147,5415.091,246.63011,0.166563,0.400609,0.96851761,0.8613,0.63084,0.36916,0,1.156e-09,0.00401174,robust-interior
106331,137.38276245,2530.455,244.962868,0.510573,0.402937,0.96833803,0.8186,0.35767,0.64233,0,1.187e-09,0.00403606,robust-interior
108179,137.78191921,5443.242,246.646423,0.173188,0.403908,0.96851936,0.8618,0.63353,0.36647,0,1.131e-09,0.00404221,robust-interior
106321,137.38058532,2514.567,244.953709,0.514292,0.404801,0.96833704,0.8183,0.35617,0.64383,0,1.171e-09,0.00407589,robust-interior
106319,137.38014987,2511.39,244.951877,0.515036,0.405175,0.96833684,0.8183,0.35587,0.64413,0,1.159e-09,0.00407589,robust-interior
108187,137.78363358,5455.753,246.653673,0.176132,0.405386,0.96852013,0.8619,0.63472,0.36528,0,1.115e-09,0.00405151,robust-interior
108191,137.78449072,5462.007,246.657298,0.177604,0.406127,0.96852052,0.862,0.63532,0.36468,0,1.108e-09,0.00405151,robust-interior
108193,137.78491928,5465.135,246.65911,0.17834,0.406499,0.96852071,0.8621,0.63562,0.36438,0,1.1e-09,0.00405151,robust-interior
106307,137.37753703,2492.323,244.940886,0.5195,0.407429,0.96833565,0.818,0.35408,0.64592,0,1.149e-09,0.0040857,robust-interior
106303,137.37666602,2485.967,244.937222,0.520988,0.408185,0.96833525,0.8179,0.35349,0.64651,0,1.138e-09,0.00409533,robust-interior
108203,137.78706196,5480.771,246.668171,0.182021,0.408363,0.96852168,0.8623,0.63711,0.36289,0,1.089e-09,0.00407167,robust-interior
106297,137.37535945,2476.432,244.931726,0.523221,0.409321,0.96833465,0.8178,0.35259,0.64741,0,1.13e-09,0.00410442,robust-interior
108211,137.78877598,5493.278,246.67542,0.184965,0.409862,0.96852246,0.8625,0.6383,0.3617,0,1.077e-09,0.00408088,robust-interior
106291,137.37405282,2466.897,244.92623,0.525453,0.410461,0.96833406,0.8176,0.35169,0.64831,0,1.117e-09,0.00410442,robust-interior
108217,137.79006142,5502.659,246.680856,0.187173,0.41099,0.96852304,0.8626,0.6392,0.3608,0,1.067e-09,0.0041118,robust-interior
108223,137.79134679,5512.039,246.686292,0.18938,0.412123,0.96852362,0.8628,0.6401,0.3599,0,1.056e-09,0.00412299,robust-interior
106279,137.37143934,2447.826,244.915237,0.529918,0.412754,0.96833287,0.8173,0.3499,0.6501,0,1.107e-09,0.0041234,robust-interior
106277,137.37100374,2444.647,244.913404,0.530662,0.413137,0.96833267,0.8173,0.3496,0.6504,0,1.098e-09,0.0041234,robust-interior
106273,137.3701325,2438.289,244.90974,0.53215,0.413906,0.96833227,0.8172,0.34901,0.65099,0,1.089e-09,0.0041234,robust-interior
108233,137.79348894,5527.671,246.695352,0.19306,0.414019,0.96852459,0.863,0.64159,0.35841,0,1.041e-09,0.00413318,robust-interior
106261,137.36751863,2419.215,244.898746,0.536615,0.416222,0.96833108,0.8169,0.34722,0.65278,0,1.073e-09,0.0041234,robust-interior
108247,137.79648764,5549.553,246.708035,0.198211,0.416691,0.96852595,0.8633,0.64368,0.35632,0,1.022e-09,0.00416551,robust-interior
106243,137.3635973,2390.6,244.882253,0.543314,0.419726,0.96832929,0.8165,0.34453,0.65547,0,1.047e-09,0.0041397,robust-interior
108263,137.79991428,5574.559,246.722528,0.204097,0.419769,0.9685275,0.8637,0.64607,0.35393,0,1.004e-09,0.00421077,robust-interior
108271,137.80162743,5587.06,246.729774,0.20704,0.421318,0.96852828,0.8639,0.64726,0.35274,0,9.85e-10,0.00421077,robust-interior
108287,137.80505339,5612.06,246.744266,0.212926,0.424435,0.96852983,0.8642,0.64965,0.35035,0,9.73e-10,0.00422077,robust-interior
106219,137.35836793,2352.439,244.86026,0.552246,0.42445,0.9683269,0.8159,0.34095,0.65905,0,1.026e-09,0.00420249,robust-interior
108289,137.8054816,5615.185,246.746077,0.213661,0.424826,0.96853002,0.8643,0.64995,0.35005,0,9.63e-10,0.00422077,robust-interior
106217,137.3579321,2349.259,244.858427,0.55299,0.424846,0.9683267,0.8159,0.34065,0.65935,0,1.012e-09,0.00420249,robust-interior
108293,137.806338,5621.435,246.7497,0.215133,0.42561,0.96853041,0.8644,0.65054,0.34946,0,9.56e-10,0.00423085,robust-interior
106213,137.35706041,2342.898,244.854761,0.554479,0.42564,0.96832631,0.8158,0.34005,0.65995,0,1.007e-09,0.00422349,robust-interior
106207,137.35575283,2333.356,244.849262,0.556713,0.426834,0.96832571,0.8156,0.33916,0.66084,0,9.94e-10,0.00423265,robust-interior
108301,137.80805072,5633.933,246.756945,0.218075,0.427182,0.96853118,0.8646,0.65174,0.34826,0,9.32e-10,0.00425561,robust-interior
106189,137.35182969,2304.727,244.832764,0.563413,0.430437,0.96832392,0.8152,0.33647,0.66353,0,9.82e-10,0.00426348,robust-interior
106187,137.35139375,2301.546,244.830931,0.564158,0.430839,0.96832372,0.8152,0.33617,0.66383,0,9.71e-10,0.00426348,robust-interior
106181,137.35008587,2292.002,244.825431,0.566391,0.432048,0.96832313,0.815,0.33527,0.66473,0,9.59e-10,0.00427629,robust-interior
108343,137.81704059,5699.535,246.794975,0.233521,0.435534,0.96853525,0.8655,0.65801,0.34199,0,9.09e-10,0.00436623,robust-interior
106163,137.34616185,2263.367,244.808931,0.573093,0.435697,0.96832134,0.8146,0.33259,0.66741,0,9.34e-10,0.00433142,robust-interior
108347,137.8178966,5705.782,246.798597,0.234992,0.436337,0.96853564,0.8656,0.65861,0.34139,0,8.84e-10,0.00436623,robust-interior
108359,137.82046446,5724.52,246.809461,0.239404,0.438757,0.9685368,0.8659,0.6604,0.3396,0,8.7e-10,0.00438901,robust-interior
108377,137.82431577,5752.625,246.825756,0.246022,0.44241,0.96853854,0.8663,0.66308,0.33692,0,8.57e-10,0.0044108,robust-interior
106129,137.33874815,2209.267,244.777759,0.585753,0.442671,0.96831795,0.8138,0.32751,0.67249,0,9.1e-10,0.00440815,robust-interior
108379,137.82474366,5755.747,246.827566,0.246757,0.442818,0.96853873,0.8664,0.66338,0.33662,0,8.4e-10,0.0044108,robust-interior
106123,137.33743962,2199.718,244.772257,0.587987,0.443913,0.96831736,0.8137,0.32662,0.67338,0,8.93e-10,0.00440815,robust-interior
106121,137.33700343,2196.535,244.770424,0.588732,0.444327,0.96831716,0.8136,0.32632,0.67368,0,8.85e-10,0.00440815,robust-interior
106109,137.33438613,2177.435,244.75942,0.593201,0.446822,0.96831596,0.8133,0.32453,0.67547,0,8.77e-10,0.0044415,robust-interior
108401,137.82944994,5790.091,246.847479,0.254845,0.447324,0.96854086,0.8669,0.66667,0.33333,0,8.26e-10,0.00446458,robust-interior
106103,137.33307738,2167.885,244.753917,0.595436,0.448074,0.96831537,0.8132,0.32363,0.67637,0,8.63e-10,0.00446459,robust-interior
108413,137.83201663,5808.821,246.85834,0.259256,0.449799,0.96854202,0.8671,0.66846,0.33154,0,8.1e-10,0.00448721,robust-interior
106087,137.32958705,2142.415,244.739244,0.601396,0.451429,0.96831377,0.8128,0.32124,0.67876,0,8.34e-10,0.00451086,robust-interior
108421,137.83372761,5821.306,246.86558,0.262196,0.451455,0.9685428,0.8673,0.66965,0.33035,0,7.95e-10,0.004499,robust-interior
108439,137.83757691,5849.396,246.881869,0.268812,0.4552,0.96854454,0.8677,0.67234,0.32766,0,7.79e-10,0.00455162,robust-interior
108457,137.84142562,5877.481,246.898156,0.275427,0.458971,0.96854628,0.8682,0.67503,0.32497,0,7.64e-10,0.00459041,robust-interior
108461,137.84228081,5883.722,246.901775,0.276897,0.459812,0.96854666,0.8683,0.67562,0.32438,0,7.56e-10,0.00459041,robust-interior
108463,137.84270839,5886.842,246.903585,0.277632,0.460233,0.96854686,0.8683,0.67592,0.32408,0,7.42e-10,0.00459041,robust-interior
106033,137.31780362,2056.427,244.689711,0.621513,0.462908,0.96830839,0.8115,0.31318,0.68682,0,8.08e-10,0.00461133,robust-interior
106031,137.31736709,2053.242,244.687876,0.622258,0.463337,0.9683082,0.8115,0.31288,0.68712,0,7.83e-10,0.00461133,robust-interior
106019,137.31474777,2034.127,244.676866,0.62673,0.465922,0.968307,0.8112,0.31109,0.68891,0,7.76e-10,0.0046256,robust-interior
106013,137.313438,2024.57,244.671361,0.628965,0.467219,0.9683064,0.811,0.3102,0.6898,0,7.64e-10,0.00466442,robust-interior
108497,137.84997622,5939.878,246.934344,0.290124,0.467436,0.96855014,0.8691,0.681,0.319,0,7.29e-10,0.00466871,robust-interior
108499,137.85040367,5942.997,246.936153,0.290859,0.467863,0.96855034,0.8691,0.6813,0.3187,0,7.15e-10,0.00466871,robust-interior
108503,137.85125856,5949.236,246.939772,0.292329,0.468716,0.96855072,0.8692,0.68189,0.31811,0,7.08e-10,0.00468289,robust-interior
105997,137.30994496,1999.08,244.65668,0.634928,0.470689,0.96830481,0.8107,0.30781,0.69219,0,7.52e-10,0.00469123,robust-interior
108517,137.85425044,5971.069,246.952435,0.297472,0.471713,0.96855207,0.8695,0.68398,0.31602,0,6.98e-10,0.00471327,robust-interior
105983,137.30688815,1976.773,244.643833,0.640146,0.473742,0.96830341,0.8103,0.30572,0.69428,0,7.4e-10,0.00471871,robust-interior
108529,137.85681463,5989.78,246.963289,0.30188,0.474292,0.96855323,0.8698,0.68577,0.31423,0,6.89e-10,0.00472837,robust-interior
105977,137.30557798,1967.212,244.638327,0.642382,0.475055,0.96830281,0.8102,0.30482,0.69518,0,7.31e-10,0.00473346,robust-interior
108533,137.8576693,5996.017,246.966906,0.303349,0.475154,0.96855362,0.8699,0.68637,0.31363,0,6.81e-10,0.00472837,robust-interior
105971,137.30426774,1957.651,244.63282,0.644619,0.47637,0.96830222,0.8101,0.30393,0.69607,0,7.26e-10,0.00473346,robust-interior
108541,137.85937855,6008.49,246.974142,0.306288,0.476881,0.96855439,0.8701,0.68757,0.31243,0,6.73e-10,0.00474339,robust-interior
105967,137.30339421,1951.277,244.629149,0.646109,0.477248,0.96830182,0.81,0.30333,0.69667,0,7.19e-10,0.00476722,robust-interior
108553,137.86194222,6027.198,246.984994,0.310695,0.47948,0.96855555,0.8704,0.68936,0.31064,0,6.66e-10,0.00478407,robust-interior
105953,137.30033662,1928.964,244.6163,0.651328,0.480332,0.96830042,0.8096,0.30124,0.69876,0,7.1e-10,0.00479764,robust-interior
108557,137.86279672,6033.434,246.988611,0.312164,0.480349,0.96855594,0.8705,0.68995,0.31005,0,6.56e-10,0.00478407,robust-interior
105943,137.29815239,1913.025,244.607121,0.655056,0.482543,0.96829942,0.8094,0.29975,0.70025,0,6.98e-10,0.00481313,robust-interior
108571,137.86578724,6055.257,247.00127,0.317306,0.483396,0.96855729,0.8708,0.69204,0.30796,0,6.46e-10,0.00482673,robust-interior
105929,137.29509416,1890.708,244.59427,0.660275,0.48565,0.96829803,0.8091,0.29766,0.70234,0,6.86e-10,0.00482898,robust-interior
108587,137.86920454,6080.194,247.015737,0.323181,0.486895,0.96855883,0.8712,0.69443,0.30557,0,6.24e-10,0.00485343,robust-interior
105913,137.29159859,1865.2,244.579582,0.666241,0.489217,0.96829643,0.8087,0.29527,0.70473,0,6.75e-10,0.00488648,robust-interior
105907,137.29028763,1855.633,244.574073,0.668478,0.490559,0.96829583,0.8085,0.29437,0.70563,0,6.66e-10,0.00490142,robust-interior
105899,137.28853957,1842.877,244.566728,0.671461,0.492353,0.96829503,0.8083,0.29318,0.70682,0,6.57e-10,0.00493353,robust-interior
105883,137.2850431,1817.362,244.552038,0.677428,0.495952,0.96829344,0.808,0.29079,0.70921,0,6.47e-10,0.00498104,robust-interior
108631,137.87859976,6148.754,247.055515,0.339337,0.496599,0.96856308,0.8722,0.701,0.299,0,6.05e-10,0.00497845,robust-interior
108637,137.87988065,6158.101,247.060938,0.341539,0.497931,0.96856366,0.8723,0.7019,0.2981,0,5.9e-10,0.00497845,robust-interior
105871,137.28242042,1798.223,244.541019,0.681903,0.498662,0.96829224,0.8077,0.289,0.711,0,6.37e-10,0.00499654,robust-interior
108643,137.88116148,6167.448,247.066361,0.343742,0.499266,0.96856424,0.8724,0.70279,0.29721,0,5.85e-10,0.00499178,robust-interior
105863,137.28067182,1785.463,244.533672,0.684887,0.500474,0.96829144,0.8075,0.2878,0.7122,0,6.22e-10,0.0050115,robust-interior
108649,137.88244225,6176.794,247.071784,0.345944,0.500602,0.96856482,0.8726,0.70369,0.29631,0,5.74e-10,0.00499178,robust-interior
108677,137.88841831,6220.404,247.097089,0.356222,0.506867,0.96856752,0.8732,0.70787,0.29213,0,5.58e-10,0.00507747,robust-interior
105829,137.27323893,1731.223,244.502446,0.697569,0.508219,0.96828804,0.8067,0.28273,0.71727,0,6.07e-10,0.00506745,robust-interior
105817,137.27061503,1712.075,244.491423,0.702046,0.51097,0.96828685,0.8064,0.28094,0.71906,0,5.83e-10,0.00509698,robust-interior
108707,137.89481967,6267.117,247.124197,0.367231,0.513628,0.96857041,0.8739,0.71235,0.28765,0,5.42e-10,0.00518334,robust-interior
108709,137.89524637,6270.23,247.126004,0.367965,0.51408,0.9685706,0.874,0.71264,0.28736,0,5.3e-10,0.00518334,robust-interior
108727,137.89908634,6298.252,247.142267,0.37457,0.518161,0.96857233,0.8744,0.71533,0.28467,0,5.23e-10,0.00522213,robust-interior
108739,137.901646,6316.931,247.153107,0.378973,0.520892,0.96857349,0.8746,0.71712,0.28288,0,5.13e-10,0.00526266,robust-interior
105769,137.26011673,1635.465,244.447326,0.719955,0.522055,0.96828205,0.8052,0.27377,0.72623,0,5.68e-10,0.00521334,robust-interior
105767,137.2596792,1632.273,244.445488,0.720702,0.52252,0.96828185,0.8052,0.27347,0.72653,0,5.54e-10,0.00521334,robust-interior
108751,137.90420541,6335.608,247.163947,0.383376,0.52363,0.96857465,0.8749,0.71891,0.28109,0,5.05e-10,0.0053121,robust-interior
105761,137.25836659,1622.694,244.439975,0.722941,0.523915,0.96828125,0.8051,0.27258,0.72742,0,5.5e-10,0.00524567,robust-interior
108761,137.90633805,6351.17,247.17298,0.387044,0.525917,0.96857561,0.8751,0.72041,0.27959,0,4.98e-10,0.00536347,robust-interior
105751,137.25617874,1606.729,244.430786,0.726673,0.526246,0.96828025,0.8048,0.27109,0.72891,0,5.42e-10,0.00527744,robust-interior
108769,137.90804403,6363.619,247.180206,0.389979,0.52775,0.96857638,0.8753,0.7216,0.2784,0,4.89e-10,0.00537366,robust-interior
105733,137.25224014,1577.987,244.414245,0.733391,0.530454,0.96827845,0.8044,0.2684,0.7316,0,5.35e-10,0.00532555,robust-interior
105727,137.25092714,1568.406,244.408731,0.735631,0.531861,0.96827785,0.8042,0.2675,0.7325,0,5.23e-10,0.00537097,robust-interior
108791,137.91273489,6397.85,247.200076,0.398049,0.532807,0.9685785,0.8758,0.72488,0.27512,0,4.82e-10,0.00542352,robust-interior
108793,137.91316128,6400.962,247.201882,0.398782,0.533268,0.96857869,0.8759,0.72518,0.27482,0,4.75e-10,0.00542352,robust-interior
108799,137.91444044,6410.296,247.2073,0.400983,0.534652,0.96857927,0.876,0.72608,0.27392,0,4.73e-10,0.00542352,robust-interior
108803,137.91529317,6416.519,247.210912,0.40245,0.535576,0.96857965,0.8761,0.72668,0.27332,0,4.67e-10,0.00543399,robust-interior
105701,137.24523668,1526.88,244.384833,0.745336,0.537977,0.96827525,0.8036,0.26362,0.73638,0,5.14e-10,0.00544444,robust-interior
108821,137.91913012,6444.519,247.227166,0.409051,0.539741,0.96858139,0.8765,0.72936,0.27064,0,4.61e-10,0.00544467,robust-interior
105691,137.2430477,1510.907,244.375641,0.749069,0.540339,0.96827425,0.8034,0.26213,0.73787,0,5.05e-10,0.00548636,robust-interior
108827,137.92040897,6453.851,247.232584,0.411252,0.541133,0.96858196,0.8767,0.73026,0.26974,0,4.49e-10,0.00544467,robust-interior
105683,137.24129638,1498.127,244.368287,0.752056,0.542233,0.96827345,0.8032,0.26093,0.73907,0,4.99e-10,0.00548636,robust-interior
105673,137.23910706,1482.15,244.359094,0.75579,0.544604,0.96827245,0.803,0.25944,0.74056,0,4.94e-10,0.00550283,robust-interior
105667,137.23779337,1472.564,244.353578,0.75803,0.546029,0.96827185,0.8028,0.25855,0.74145,0,4.88e-10,0.00553276,robust-interior
105653,137.23472785,1450.194,244.340706,0.763258,0.54936,0.96827044,0.8025,0.25646,0.74354,0,4.83e-10,0.0055498,robust-interior
108863,137.92808073,6509.834,247.265085,0.424452,0.549517,0.96858543,0.8775,0.73563,0.26437,0,4.39e-10,0.00553193,robust-interior
105649,137.23385191,1443.802,244.337028,0.764752,0.550314,0.96827004,0.8024,0.25586,0.74414,0,4.73e-10,0.00556352,robust-interior
108869,137.92935913,6519.163,247.270502,0.426652,0.55092,0.968586,0.8776,0.73653,0.26347,0,4.3e-10,0.00553193,robust-interior
108877,137.93106357,6531.601,247.277723,0.429585,0.552793,0.96858677,0.8778,0.73772,0.26228,0,4.26e-10,0.00554379,robust-interior
108881,137.93191574,6537.82,247.281334,0.431051,0.553731,0.96858716,0.8779,0.73832,0.26168,0,4.24e-10,0.0055563,robust-interior
108883,137.93234182,6540.929,247.283139,0.431784,0.5542,0.96858735,0.8779,0.73862,0.26138,0,4.22e-10,0.0055563,robust-interior
108887,137.93319395,6547.147,247.28675,0.433251,0.555138,0.96858774,0.878,0.73921,0.26079,0,4.2e-10,0.0055563,robust-interior
108893,137.93447209,6556.474,247.292165,0.43545,0.556548,0.96858831,0.8782,0.74011,0.25989,0,4.15e-10,0.0055563,robust-interior
105619,137.22728145,1395.855,244.309442,0.775956,0.55749,0.96826704,0.8017,0.25138,0.74862,0,4.66e-10,0.00559279,robust-interior
